	artist	category	genre	title	tracks	year	id	merged_values
9321	Florence Foster Jenkins	Classical		The Glory (????) Of The Human Voice	10321		11125	
9322	The Five Great Guitars	Classical	National Folk	Live	10322	2003	11150	
9323	Villa-lobos, Heitor	Classical	Classical	Alma Brasileira	10323	1996	11166	
9324	Mussorgsky	Classical		Bilder Einer Ausstellung	10324		11174	
9325	Varius Artists	Classical		Mozart Greatest Hits	10325		11190	
9326	Notting Hill	Soundtrack	Soundtrack	Music From Motion Picture	10326	1999	11388	
9327	John Barry	Soundtrack	Soundtrack	King Kong Original Soundtrack	10327		11423	
9328	Kbs	Soundtrack	Soundtrack	Kbs Tvâ¸â¸ãˆâ­â¿âµãˆâ­ Â³ã«â·â¡â¸ã°ã€â½	10328	2000	11455	
9329	Disneyland	Soundtrack		The Haunted Mansion: 30th Anniversary	10329		11530	
9330	Metallica	Soundtrack	Soundtrack	Black Album	10330		11531	
9331	John Barry	Soundtrack		King Kong	10331		11538	
9332	Pink Floyd	Data	Data	The Wall Disc 1	10332		1818	
9333	Carlos Santana	Data		Carlos	10333		1823	
9334	Frans Bauer	Data	Other	'n Ons Geluk	10334	2004	1828	
9335	2pac	Data	Rap	Greatest Hits (cd1)	10335	1998	1838	
9336	Ãœâ¤ãƒãž	Data		Ãœâ¤ãƒãž	10336		1858	
9337	Â¼ã’â¸â®â¿â¤	Data	Ccm (contemporary Christian Music)	Modern Worship Shema (â½â¦â¸â¶)	10337	2002	1866	
9338	Leon Redbone	Folk	R&b	Up A Lazy River	10338		1884	
9339	Ãƒã©ã¾ã±ã£ã¯ã² Ã”ã³ã¡ã«ãÿãªã§ã²	Folk	Folk	Ãã­ Â¹ã¬ã¯ãµã­ã¡ Ãã¡ã«ã©ã¼ã°ã¡ã©ã¤ã¯	10339		2004	
9340	Alkaline Trio	Folk	Indie	Goddamnit!	10340	1998	2026	
9341	Frans Bauer	Folk	Folk	Een Ons Geluk	10341	2003	2110	
9342	James Taylor	Folk	Folk/rock	Greatest Hits Vol 1	10342	1976	2139	
9343	Â²ãœã‡ã™	Folk	Folk	Ãžã§ã’â¹â³â¡	10343		2187	
9344	Estopa	Folk		Destrangis	10344		2188	
9345	Ãœã³ã°ã§ã¨ã«ãªã¨ International	Folk	Russian Pop	Ãœã³ã°ã§ã¨ã«ãªã¨ +	10345	2003	2252	
9346	Vã¸mmã¸l Spellmannslag	Folk	Folk	Vã¸mmã¸l'n	10346	1974	2317	
9347	The Greenland Whalefishers	Folk	Folk-rock	The Mainstreet Sword	10347		2366	
9348	The Greenland Whalefishers	Folk	Folk-rock	The Mainstreet Sword	10348	1996	2367	
9349	Francesco De Gegori	Folk	Pop	Alice Non Lo Sa	10349	1973	2406	
9350	Â²ãœã‡ã™	Folk	Pop	Ãžã§ã’â¹â³â¡	10350	1995	2418	
9351	Cranberries	Folk	Pop-folk	No Need To Argue	10351	1994	2427	
9352	Nando Reis	Folk	Pop	A Letra A	10352	2003	2440	
9353	Â¼ã’â¸â®â¿â¤	Folk	Gospel	Shema	10353		2530	
9354	Chayanne	Folk	Latin	Simplemente	10354	1999	2571	
9355	Jacky Tar	Folk	Celtic	Defenestration	10355	2002	2577	
9356	Jacky Tar	Folk	Folk	Defenestration	10356		2581	
9357	Shane Barnard	Folk	Folk-rock	Psalms	10357	2001	2619	
9358	Bruce Dickinson	Jazz	Metal	The Best Of Bruce Dickinson (disc 1)	10358	2001	2707	
9359	Rechard Bona	Jazz	Jazz	Munia	10359	2003	2771	
9360	Gipsy Kings	Jazz	Latin	Compas	10360	1997	2781	
9361	Combustible Edison	Jazz	Jazz	Schizophonic	10361	1996	2807	
9362	Corduroy	Jazz		Out Of Here	10362		2813	
9363	Peter White	Jazz	Jazz	Promenade	10363	1993	2819	
9364	The Jazzmasters	Jazz		The Jazzmasters4	10364		2823	
9365	Nat King Cole	Jazz	Jazz	Vaya Con Dios	10365		2890	
9366	Nat King Cole	Jazz		En Espanol (disk 1)	10366		2891	
9367	Eros Ramazzotti	Jazz	Ballad	Donde Hay Musica	10367	1996	2950	
9368	Kenny G	Jazz	Jazz	The Moment	10368		2957	
9369	The Drifters	Jazz	Other	Under The Boardwalk	10369		3086	
9370	The Philosopher Kings	Jazz		The Philosopher Kings	10370		3096	
9371	Kenny G	Jazz	Jazz	The Moment	10371	1996	3106	
9372	Philosopher Kings	Jazz		The Philosopher Kings	10372		3123	
9373	Bjork	Jazz		Vespertine	10373		3125	
9374	Metallica	Jazz	Heavy Metal	Metallica	10374	1991	3134	
9375	Corduroy	Jazz	Acid Jazz	Out Of Here	10375	1995	3155	
9376	Manuel Barrueco	Jazz	Jazz	Nylon & Steel	10376	2001	3159	
9377	Glenn Miller	Jazz		The Original Glenn Miller Reunion 1954	10377		3185	
9378	Vanessa Williams	Jazz	Pop	The Sweetest Days	10378	1995	3192	
9379	Greatest Hits?the Drifters	Jazz	Oldies	Under The Boardwalk	10379		3215	
9380	Lisa Ono	Jazz		Dream	10380		3222	
9381	James Taylor	Misc	Easy Listening	Greatest Hits	10381	1976	3296	
9382	Paul Oakenfold	Misc	Dance	Bunkka	10382	2002	3356	
9383	Ismael Serrano	Misc	Canciã³n De Autor	Los Paraã­sos Desiertos	10383	2000	3383	
9384	The Crystal Method - Tweekend	Misc		The Crystal Method - Tweekend	10384		3395	
9385	Rob Zombie	Misc		Hellbilly Deluxe	10385		3475	
9386	Die Krupps	Misc		Volle Kraft Voraus	10386		3517	
9387	Los Caã±os	Misc	Pop	Agua De Luna	10387	2002	3529	
9388	Aqua	Misc	Other	Aquarius	10388	2000	3539	
9389	Nirvana	Misc	Grunge	Nevermind	10389		3670	
9390	Kate Bush	Misc	Rhythmic Soul	The Kick Inside	10390	1978	3678	
9391	Ãƒã©ã¾ã±ã£ã¯ã² Ã”ã³ã¡ã«ãÿãªã§ã²	Misc		Ãã­ Ãžã¬ã¯ãµã­ã¡ Ã°ã¡ã«ã©ã¼ã°ã¡ã©ã¤ã¯	10391		3710	
9392	Radiohead	Misc	Other	The Bends	10392	1995	3722	
9393	Depeche Mode	Misc	Electronic	The Singles 86-98 Cd 2	10393	1998	3757	
9394	Placebo	Misc		Without You I'm Nothing	10394		3792	
9395	Faithless	Misc	Dance	Outrospective Remixes	10395	2003	3793	
9396	Lotte Og Sã˜ren	Misc		Trã¦k Din Kat I Halen	10396		3851	
9397	Shakespears Sister	Misc		Hormonally Yours	10397		3931	
9398	Jay-z: Mtv Unplugged	Misc		Jay-z: Mtv Unplugged	10398		3976	
9399	Grieg	Misc	Classical	Millenium Classics 5	10399		3990	
9400	T.A.T.U.	Misc	Other	200 Kmh In The Wrong Lane	10400	2002	4108	
9401	Los Caã±os	Misc	Pop	Agua De Luna	10401	2002	4114	
9402	Dido	Misc	Pop Gã©nã©ral	No Angel - 192	10402		4124	
9403	Bjork - Vespertine	Misc		Bjork - Vespertine	10403		4140	
9404	Lou - X	Misc	Rap	La Realtã , La Lealtã  E Lo Scontro	10404	1998	4145	
9405	Boa	Misc	Jpop	Next World	10405	2003	4178	
9406	Justin Timberlake	Misc	Pop	Justified	10406	2002	4179	
9407	Garbage	Misc		Beautifulgarbage	10407		4184	
9408	Aqua	Misc	Rock	Aquarius	10408	2000	4190	
9409	Kate Bush	Misc	Rhythmic Soul	The Kick Inside	10409	1978	4266	
9410	James Taylor	Misc	Swing	James Taylor Greatest Hits	10410	1976	4271	
9411	La Oreja De Van Gogh	Misc	Pop	El Viaje De Copperpot	10411		4282	
9412	Britney Spears	Misc	Popular	Britney	10412	2001	4291	
9413	Q-tip	Misc	Hip-hop	Amplified	10413	1999	4292	
9414	Avril Lavigne	Misc	Rock	Let Go	10414	2002	4297	
9415	Avril Lavigne	Misc	Rock/pop	Let Go	10415		4306	
9416	Frank Zappa	Misc	Rock	Joe's Garage (disk 1)	10416	1979	4348	
9417	Jay-z	Misc	Hip-hop	Vol.2... Hard Knock Life	10417	1998	4358	
9418	Robert Miles	Misc		Dreamland	10418		4384	
9419	Marianne Faithfull	Misc	Ballad	Blazing Away	10419	1990	4395	
9420	Jefferson Airplane	Misc	Rock	Surrealistic Pillow	10420	1967	4419	
9421	Nirvana	Misc	Grunge	Nevermind	10421	1991	4441	
9422	Ã¥â°?ã©â€¡å½ã£æ’âªã£â€šâµ	Misc	Japanese Unclassifiable	Dream	10422		4451	
9423	Ruby	Misc	Other	Salt Peter	10423	1995	4481	
9424	Tom Waits	Misc	Jazz	Small Change	10424	1976	4490	
9425	Radiohead	Misc	Pop	Ok Computer	10425	1997	4508	
9426	Shane Barnard And Shane Everett	Misc	Misc	Psalms	10426	2002	4520	
9427	The Criystal Method	Misc	Electronic	Tweekend	10427	2001	4563	
9428	Ministry	Misc	Industrial	Power Department	10428	1992	4586	
9429	Fuse	Misc		Dimension Intrusion	10429		4588	
9430	Alkaline Trio	Misc		From Here To Infirmiry	10430		4601	
9431	Amy Grant	Misc	Holiday	A Christmas To Remember	10431	1999	4613	
9432	Billy May - Glenn Miller Band	Misc	Big Band	The Original Reunion Of The Glenn Miller Band	10432	1986	4631	
9433	Nelly Furtado	Misc	Undefined	Whoa, Nelly!	10433	2000	4676	
9434	The Jazzmasters	Misc	Jazz / Smooth	The Jazzmasters 4	10434	2003	4684	
9435	Globe	Misc		Globe	10435		4709	
9436	Globe	Misc	Misc	Globe	10436		4710	
9437	Justin Timberlake	Misc	R&b	Justified	10437	2002	4732	
9438	Ãœã³ã°ã§ã¨ã«ãªã¨ International	Misc	Russian Pop	Ãœã³ã°ã§ã¨ã«ãªã¨ +	10438	2003	4733	
9439	F.U.S.E	Misc		Dimension Intrusion	10439		4774	
9440	Buâ³at Okudâ¿awa	Misc		Â¯yczenia Dla Przyjaciã³â³	10440		4804	
9441	Jimmy Eat World	Misc	Alt Rock	Bleed American	10441	2001	4843	
9442	Toni Braxton	Misc		The Heat	10442		4851	
9443	Various Artists	Misc	Electronic	International Deejay Gigolos Cd Five	10443	2001	4876	
9444	Luo - X	Misc	Rap	La Realtã  La Lealtã  E Lo Scont	10444	1998	4886	
9445	Faithless	Misc	Other	Outrospective	10445	2001	4895	
9446	Britney Spears	Misc	Pop	Britney	10446	2001	4905	
9447	Justin Timberlake	Misc	Other	Justified	10447		4911	
9448	Deep Dish	Misc	Dance	Yoshiesque 2 (cd2)	10448	2001	4959	
9449	Mormon Tabernacle Choir	Misc	Christmas	It's Christmas	10449	1989	4975	
9450	V Mm L Spellemannslag	Misc		V Mm L'n	10450		4988	
9451	Caprice	Misc		Elvenmusic	10451		5010	
9452	Lenine	Misc		Na Pressã£o	10452		5025	
9453	Divididos	Misc	Rock	La Era De La Boludez	10453		5052	
9454	Disneyland	Misc	Theme Park	The Haunted Mansion: 30th Anniversary	10454	1999	5099	
9455	The Crystal Method	Misc	Techno	Tweekend	10455		5122	
9456	Spineshank	Misc	Industrial	The Height Of Callousness	10456		5185	
9457	Foo Fighters	Misc	Grunge	Foo Fighters	10457		5204	
9458	Caprice (by Varox)	Misc		Elvenmusic	10458		5205	
9459	Piratas	Misc		Ultrasonica	10459		5238	
9460	Kbs	Misc	Soundtrack	Kbs Tvâ¸â¸ãˆâ­â¿âµãˆâ­ Â³ã«â·â¡â¸ã°ã€â½	10460	2000	5289	
9461	Tracy Chapman	Misc		Tracy Chapman	10461	1988	5324	
9462	Molotov	Misc		Â¿dã³nde Jugaran Las Niã±as?	10462	1997	5360	
9463	Console	Misc		Rocket In The Pocket	10463		5371	
9464	Pe. Marcelo Rossi	Misc	Gospel	Mãºsicas Para Louvar Ao Senhor	10464	1998	5392	
9465	Barenaked Ladies	Misc	Other	Maroon	10465	2000	5394	
9466	Barenaked Ladies	Misc	Rock	Maroon	10466	2000	5418	
9467	Alien Ant Farm	Misc	Crossover	Anthology	10467	2000	5426	
9468	Nando Reis	Misc	Acoustic	A Letra A	10468		5443	
9469	Richard Bona	Misc	Fusion	Munia/the Tail	10469	2003	5458	
9470	The Cure	Misc	Darkwave	Disintegration	10470	1989	5477	
9471	Voodoo Glow Skulls	Misc		The Band Geek Mafia	10471		5542	
9472	Superstars	Misc		United	10472	2003	5549	
9473	Savage Garden	Misc	Pop	Savage Garden	10473		5574	
9474	Ac Dc	Misc	Hard Rock	Ballbreaker	10474	1995	5577	
9475	Robert Miles	Misc	Dream	Dreamland	10475		5657	
9476	Iron Maiden	Misc	Metal	The X Factor	10476	1995	5664	
9477	Robert Miles	Misc	Electronic	Dreamland [bvcp-993]	10477	1996	5681	
9478	Tom Waits	Misc		Closing Time	10478		5731	
9479	Nelly Furtado	Misc	Pop	Whoa, Nelly!	10479	2001	5746	
9480	Shakespears Sister	Misc		Hormonally Yours	10480		5754	
9481	Cousteau	Misc	Acoustic Pop	Sirena	10481	2002	5776	
9482	Annã©es 80 #1	Misc	Vocal	Chant	10482	2001	5780	
9483	Annã©es 80	Misc	Vocal	Instrumental	10483	2001	5782	
9484	Silicon Dream	Misc	Other	Time Machine	10484		5830	
9485	Fat Boy Slim	Misc	Misc	Halfway Between The Gutter And The Stars	10485	2000	5835	
9486	Heitor Villa-lobos	Misc	Classical	Alma Brasileira	10486	1996	5867	
9487	Mormon Tabernacle Choir	Misc		It's Christmas	10487		5889	
9488	Citizen Fish	Misc	Ska	Free Souls In A Trapped Environment	10488	1990	5912	
9489	Yothu Yindi	Misc		Tribal Voice	10489	1992	5921	
9490	Console	Misc	Electronic	Rocket In The Pocket	10490	1999	5959	
9491	Cappella	Misc	Dance	U Got 2 Know	10491	1994	5988	
9492	Husker Du	Misc	Hardcore	Flip Your Wig	10492	1985	6102	
9493	Amy Grant	Misc	Christmas	A Christmas To Remember	10493	1999	6116	
9494	Ub40	Misc	Reggae	Homegrown	10494	2003	6162	
9495	Shane Barnard	Misc		Psalms	10495		6174	
9496	Metallica	Misc		Metallica	10496		6210	
9497	Beautiful World	Misc		In Existence	10497	1994	6246	
9498	The Beatles	Rock	Rock	Let It Be	10498	1970	6272	
9499	Lenny Kravitz	Rock	Rock	Lenny	10499	2001	6314	
9500	Clawfinger	Rock	Crossover	Use Your Brain	10500	1995	6316	
9501	The Smithereens	Rock		A Date With The Smithereens	10501		6339	
9502	Jethro Tull	Rock	Pop	Aqualung (24k Gold Disc)	10502	1997	6354	
9503	Pantera	Rock		Vulgar Display Of Power	10503		6358	
9504	Maxwell	Rock	R&b	Now	10504	2001	6374	
9505	Depeche Mode	Rock	New Age	The Singles 86>98 (disc 2)	10505	1998	6377	
9506	Staind	Rock	Rock	Break The Cycle	10506	2001	6382	
9507	Jay-z	Rock	Rap	Vol.2...Hard Knock Life	10507	1998	6398	
9508	Deep Purple	Rock	Hard Rock	The Book Of Taliesyn (remaster)	10508	1968	6413	
9509	Rush	Rock		8-16-02 Houston, Tx - The Woodlands - Disc 1	10509		6423	
9510	Eagle-eye Cherry	Rock	Rock	Living In The Present Future	10510	2000	6506	
9511	Magnum	Rock	Rock	Sleepwalking	10511	1992	6547	
9512	Lifehouse	Rock	Rock	No Name Face	10512	2000	6562	
9513	Blues Traveler	Rock	Rock	Four	10513	1994	6568	
9514	Genesis	Rock	Rock	We Can't Dance	10514	2000	6620	
9515	The Strokes	Rock		Is This It?	10515		6663	
9516	The Strokes	Rock	Rock	Is This It?	10516	2001	6665	
9517	Kate Bush	Rock	Pop	The Kick Inside	10517	1978	6690	
9518	Voodoo Glow Skulls	Rock	Punk	Band Geek Mafia	10518	1998	6695	
9519	Ruby	Rock	Rock	Salt Peter	10519	1995	6716	
9520	Radiohead	Rock	Alternative	The Bends	10520	1995	6719	
9521	Sheena Easton	Rock		What Comes Naturally	10521		6722	
9522	Dido	Rock		No Angel	10522		6737	
9523	Ivy	Rock	Rock	Long Distance	10523	2000	6740	
9524	Magnum	Rock	Rock	Sleepwalking	10524	1992	6741	
9525	Finch	Rock	Rock	What It Is To Burn	10525	2002	6756	
9526	Alien Ant Farm	Rock	Rock	Anthology	10526		6761	
9527	International Deejay Gigolos Cd Five	Rock	Electronic	Various Artists Cd 1	10527	2001	6762	
9528	Phil Collins	Rock		Testify	10528		6771	
9529	Jay-z	Rock	Hip-hop	Mtv Unplugged	10529	2001	6776	
9530	Aerosmith	Rock	Hard Rock	A Little South Of Sanity - Disc 1	10530	1998	6788	
9531	Depeche Mode	Rock		Exciter Tour Live In L.A 2001 Disc 1	10531		6798	
9532	Madonna	Rock	Alt.Rock	Ray Of Light	10532	1998	6802	
9533	Ozzy Osbourne	Rock	Metal	Speak Of The Devil	10533		6811	
9534	Lotte & Sã¸ren	Rock	Other	Trã¦k Din Kat I Halen	10534		6855	
9535	Linkin Park	Rock	Hard Rock	Hibrid Theory	10535		6858	
9536	Ill Niã±o	Rock		Revolution ...Revolucion	10536	2001	6919	
9537	Anouk	Rock	Rock	Urban Solitude	10537	1999	6922	
9538	Def Leppard	Rock		High 'n' Dry	10538		6925	
9539	Def Leppard	Rock	Metal	High 'n' Dry	10539	1981	6926	
9540	Ben Harper	Rock		The Will To Live	10540		6944	
9541	David J	Rock	Alternative	Songs From Another Season	10541	1990	6948	
9542	Garbage	Rock	Rock	Beautifulgarbage	10542	2001	6950	
9543	Eagle Eye Cherry	Rock	Rock	Living In The Present Future (japan Edit)	10543	2000	6952	
9544	Paul Oakenfold	Rock	Techno	Bunkka	10544	2002	6955	
9545	Ismael Serrano	Rock	Pop	Los Paraisos Desiertos	10545	2000	6969	
9546	X Japan	Rock		Perfect Best (disc 1)	10546		6992	
9547	Bon Jovi	Rock	Rock	Bounce	10547	2002	7008	
9548	Dream Theater	Rock	Metal	Once In A Livetime - Disc 1	10548	1998	7037	
9549	The Descendents	Rock		All	10549		7061	
9550	Combustible Edison	Rock	Indie Pop	Schizophonic!	10550	1996	7064	
9551	Spineshank	Rock		The Height Of Callousnes	10551		7072	
9552	Pink Floyd	Rock	Progressive Rock	The Wall (disc 1)	10552	1979	7075	
9553	Rammstein	Rock	Rock	Sehnsucht	10553	1997	7087	
9554	Blind Guardian	Rock		Somewhere Far Beyond *	10554		7094	
9555	Tom Waits	Rock	Rock	Small Change	10555	1976	7121	
9556	Kylie Minogue	Rock		Fever	10556		7123	
9557	Bush	Rock	Rock	Sixteen Stone	10557		7134	
9558	Natalie Imbruglia	Rock	Popular	Left Of The Middle	10558	1997	7161	
9559	Frank Zappa	Rock	Rock	Joe's Garage (disc I)	10559	1979	7170	
9560	Judas Priest	Rock		Meltdown	10560		7192	
9561	Boa	Rock	Jpop	Next World	10561	2003	7199	
9562	Metallica	Rock		Reload	10562		7201	
9563	Dream Theater	Rock		House Of Blues, Chicago '97	10563		7211	
9564	Pink Floyd	Rock	Psychadelic	Out Of This World London 20-10-94 Disc 2	10564	1994	7223	
9565	Dream Theater	Rock	Progressive Rock	Once In A Livetime (disc 1)	10565		7237	
9566	Sex Pistols Tapes)	Rock	Punk Rock	We've Cum For Your Children (wanted: The Goodman Tapes)	10566	1997	7288	
9567	Francesco De Gregori	Rock	Pop	Alice Non Lo Sa	10567		7291	
9568	Clawfinger	Rock	Grunge	Use Your Brain	10568	1995	7311	
9569	Skunk Anansie	Rock	Rock	Post Orgasmic Chill	10569	1999	7341	
9570	Add N To (x)	Rock	Electronic	Loud Like Nature	10570	2002	7344	
9571	Joe Cocker	Rock	Rock	Classics Volume 4	10571	1987	7346	
9572	Divididos	Rock	Rock	La Era De La Boludez	10572	1993	7347	
9573	Aerosmith	Rock	Rock	Permanent Vacation	10573	1987	7350	
9574	Third Eye Blind	Rock		Blue	10574		7361	
9575	Graham Parker	Rock		The Parkerilla	10575		7363	
9576	David J	Rock		Songs From Another Season	10576		7365	
9577	Hanson	Rock	Pop	Middle Of Nowhere	10577	1997	7367	
9578	Matchbox Twenty	Rock		Mad Season	10578	2000	7404	
9579	Matchbox Twenty	Rock	Rock	Mad Season	10579	2002	7405	
9580	Rush (live)	Rock	Rock	Sin City Flames(disc 1)	10580	2002	7428	
9581	Ozzy Osbourne	Rock	Rock	Talk Of The Devil	10581	1991	7429	
9582	The Beatles	Rock	Rock	Let It Be	10582	1970	7460	
9583	The Descendents	Rock	Rock-surf-pop-punk	All	10583	1987	7469	
9584	Sex Pistols	Rock		We've Cum For Your Children (wanted: The Goodman Tapes)	10584		7483	
9585	Foo Fighters	Rock		The Colour And The Shape	10585		7514	
9586	Nirvana	Rock	Grunge	Nevermind	10586		7515	
9587	The Smithereens	Rock	Rock	A Date With The Smithereens	10587	1994	7517	
9588	Garbage	Rock	Alt. Rock	Version 2.0	10588		7525	
9589	Live	Rock	Rock	Mental Jewelry	10589	1991	7540	
9590	Live	Rock	Rock	Mental Jewelry	10590	1991	7542	
9591	'la Oreja De Van Gogh'	Rock	Rock Espaã±ol	'el Viaje De Copperton'	10591		7549	
9592	Savage Garden	Rock	R&b	Savage Garden	10592	1997	7562	
9593	Aerosmith	Rock		A Little South Of Sanity	10593		7563	
9594	Marilyn Manson	Rock	Rock	Portrait Of An American Family	10594	1993	7581	
9595	Kraftwerk	Rock	Electronic	The Mix	10595	1991	7599	
9596	Dire Straits	Rock	Rock	Money For Nothing	10596	1988	7604	
9597	Ã¦??ã©â€¡å’	Rock	Pop	Opus 21 Disk1	10597	1995	7605	
9598	Bã¶hse Onkelz	Rock		Viva Los Tioz	10598		7606	
9599	Dream Theater	Rock		House Of Blues, 11-1-97	10599		7614	
9600	Genesis	Rock	Rock	We Can't Dance	10600	1991	7622	
9601	Ministry	Rock		Popwer Department	10601		7633	
9602	Jefferson Airplane	Rock	Psychedelic Rock	Surrealistic Pillow	10602	1967	7644	
9603	Linkin Park	Rock	Rock	Hybrid Theroy	10603	2000	7653	
9604	R.E.M.	Rock	Rock	Reconstruction Of The Fables	10604	1985	7664	
9605	Yello	Rock	Electronic	Solid Pleasure	10605	1980	7671	
9606	Sheena Easton	Rock	Rock	What Comes Naturally	10606	1991	7707	
9607	Toni Braxton	Rock		The Heat	10607		7708	
9608	Joe Cocker	Rock	Rock	Classics Volume 4	10608	1987	7719	
9609	Dido	Rock	Electronic	No Angel	10609	1999	7722	
9610	Ben Harper	Rock	Acoustic	The Will To Live(live 2 Cd) - Cd 1	10610		7731	
9611	Third Eye Blind	Rock		Blue	10611		7750	
9612	Nirvana	Rock	Alt.Rock	Nevermind	10612	1991	7769	
9613	Judas Priest	Rock	Metal	'98 Live Meltdown (cd 1/2)	10613	1998	7778	
9614	Madonna	Rock		Ray Of Light	10614		7794	
9615	X Japan	Rock	J-rock	Perfect Best Side 1	10615	1999	7802	
9616	Tracy Chapman	Rock	Rock	Tracy Chapman	10616	1988	7847	
9617	Linkin Park	Rock	Rock	Hybrid Theory	10617	2000	7852	
9618	Bruce Springsteen	Rock	Folk/rock	Nebraska	10618	1982	7859	
9619	Alien Ant Farm	Rock	Rock	Anthology	10619		7869	
9620	Ash	Rock	Rock	Free All Angels	10620	2001	7898	
9621	The Exploited	Rock		Beat The Bastards	10621		7918	
9622	Staind	Rock	Rock	Break The Cycle	10622	2000	7920	
9623	Vanessa Williams	Rock	Soul	The Sweetest Days	10623	1994	7923	
9624	2 Pac	Rock	Rap	Greatest Hits Disc 1	10624	1998	7934	
9625	Deep Purple	Rock	Hard Rock	The Book Of Taliesyn	10625	1969	7975	
9626	T.A.T.U.	Rock	Pop	200 Kmph In The Wrong Lane	10626	2002	7977	
9627	Dire Straits	Rock	Rock	Money For Nothing	10627	1996	7980	
9628	Linkin Park	Rock	Rock	Hybrid Theory	10628		8029	
9629	Roger Waters	Rock	Rock	The Pros And Cons Of Hitch Hiking	10629	1984	8043	
9630	Ill Niã±o	Rock	Metal	Revolution... Revoluciã³n	10630	2001	8060	
9631	Estopa	Rock	Rock	Destrangis	10631	2001	8063	
9632	Nelly Furtado	Rock	Rock	Whoa Nelly	10632		8097	
9633	Queen	Rock	Progressive Rock	Innuendo	10633	1991	8114	
9634	Graham Parker	Rock	Rock	The Parkerilla	10634	1978	8118	
9635	Roger Waters	Rock	Rock	Hitchhiking To Radio City Cd2	10635	1985	8120	
9636	Natalie Imbruglia	Rock	Pop	Left Of The Middle	10636	1997	8131	
9637	Eros Ramazzotti	Rock		Dove C'e Musica	10637		8135	
9638	Smashing Pumpkins	Rock	Alt.Rock	Mellon Collie And The Infinite Sadness (cd1)	10638	1995	8140	
9639	Nirvana	Rock	Rock	Nevermind	10639		8151	
9640	Krezip	Rock		Days Like This	10640	2002	8224	
9641	Roger Waters	Rock	Rock	The Pros And Cons Of Hitch Hiking	10641	1984	8234	
9642	Queen	Rock		Live Killers (cd1)	10642		8260	
9643	Yazoo	Rock	Rock	Upstairs At Eric's	10643		8265	
9644	Shakira	Rock	Pop	Laundry Service	10644	2001	8274	
9645	Add N To (x)	Rock	Electronic	Loud Like Nature	10645	2002	8291	
9646	Piratas	Rock	Rock	Ultrasã³nica	10646	2001	8297	
9647	Green Day	Rock	Rock	Warning	10647		8301	
9648	Paul Mccartney & Wings	Rock	Polka	Wings Greatest	10648	1993	8306	
9649	Crematory	Rock	Heavy Metal	Believe	10649	2000	8311	
9650	Crematory	Rock	Metal	Believe	10650	2000	8312	
9651	Def Leppard	Rock	Hard Rock	Retro Active	10651	1993	8344	
9652	Genesis	Rock	Rock	We Can't Dance	10652	1991	8349	
9653	Sonata Arctica	Rock	Metal	Silence(jpn)	10653	2001	8364	
9654	The Cure	Rock	Alternrock	Disintegration	10654	1989	8368	
