artist	category	genre	title	tracks	year	id	merged_values
Diverse	Rock	Dansk	Dansk Fra 70erne Vol 4	6600	1997	105849	
Captain Hedge Hog	Rock	Rock	Dolphin	6601	2001	105850	
Sunshine Kids	Rock	Rock	Tubed	6602	1995	105851	
The Meters	Rock	Rock	The Meters	6603	1969	105852	
Janez Detd.	Rock	Rock	Janez Detd.	6604	2000	105853	
Joni Mitchell	Rock	Folk	Court And Spark	6605	1974	105854	
Song Of Joy	Rock	Vocal	Captain & Tennille	6606		105856	
Rockmonster	Rock	Rock	Interrupter	6607	2000	105857	
Linkin Park	Rock	Alternrock	Meteora	6608	2003	105858	
The Bats	Rock	Rock	The Law Of Things	6609	1989	105859	
The Beatles	Rock	Rock	Ultra Rare Trax Vol. 8	6610	1990	105860	
Devo	Rock	Rock	Duty Now For The Future	6611	1979	105861	
Ripcordz	Rock	Rock	Canadian As Fuck	6612	2017	105862	
Ole Friis	Rock	Rock	Soul!!!	6613		105863	
Godt Norsk	Rock	Rock	Fulle Mugger	6614	2000	105864	
Daisy Cutter	Rock	Rock	Truck Fist	6615		105865	
Beach Boys	Rock	Rock	15 Big Ones	6616	2012	105867	
Byrds	Rock	Folk/rock	Greatest Hits	6617	1999	105868	
Sweet Water	Rock	Alternative	Superfriends	6618	1995	105869	
Smashing Orange	Rock	Rock	No Return In The End	6619		105870	
Honeymans	Rock	Ska/folk/rock	Stompin' Grounds	6620	2000	105871	
Elliott Weston	Rock	Acoustic	Lo-fi Hollywood	6621	1997	105872	
Anna Hanski	Rock	Ballad	Syksyiset Unet	6622	1990	105874	
Ruby Blue	Rock	Rock	Beyond Pink	6623	2001	105875	
Frank Black And The Catholics	Rock	Rock	Frank Black And The Catholics	6624	2003	105876	
Illegal 2001	Rock	Rock	Ich Kaufe Ein 'v'	6625	2002	105877	
Fastball	Rock	Rock	The Harsh Light Of Day	6626	2000	105878	
Like Clockwork	Rock	Rock	Kill The Word	6627	2003	105879	
Creedence Clearwater Revival	Rock	Rock	Travellin' Band	6628	1969	105880	
Slayer	Rock	Thrash Metal	God Hates Us All	6629	2001	105881	
Blechreiz	Rock	Rock	Rude Gangsters	6630	2022	105882	
Hunt,marsha	Rock	Rock	Walk On Gilded Splinters	6631	2023	105883	
Creedence Clearwater Revival	Rock	Rock	Pround Mary	6632	1991	105884	
Switchfoot	Rock	Alternative	Learning To Breathe	6633	2000	105885	
The Bellyachers	Rock	Alternative	Bottoms Up	6634	2002	105886	
Various	Rock	Rock	Stomping At The Klubgoot Vol V	6635		105887	
Index Case	Rock	Rock	The Weak And The Wounded	6636	2011	105888	
Vicious Rumors	Rock	Metal	Cyberchrist	6637	1998	105889	
Kid Abelha	Rock	Pop	Surf	6638	2001	105890	
Neil Diamond	Rock	Rock	Stages - Sampler	6639	1970	105891	
Ant Trip Ceremony	Rock	General Rock	24 Hours	6640		105892	
Sheena Easton	Rock	Rock	Madness, Money And Music	6641	1982	105893	
Powerman 5000	Rock	Rock	Tonight The Stars Revolt (+2)	6642	1999	105894	
Game Theory	Rock	Rock	Lolita Nation Rehersal	6643	1987	105895	
Visage	Rock	Rock	Visage	6644	1980	105896	
Length Of Time	Rock	Rock	How Good The World Could Be... Again	6645	2000	105897	
Rosenstolz	Rock	Pop	Macht Liebe	6646	2002	105898	
Various Artists	Rock	Rock	Reminder	6647		105899	
Kas Product	Rock	Alt Rock	Ego Eye	6648	1986	105900	
Various Artists	Rock	Rock	Rock Ballads Vol. 2	6649		105901	
Flaming Lips	Rock	Rock	Clouds Taste Metallic	6650	1995	105902	
Marry Me Jane	Rock	Rock	Tick	6651	1997	105903	
Â¦hâ¦ã¬âºtâ¥xâªãœ	Rock	Electronic	Â¹qâ­âµâ»râ§a4 Disc1	6652	2003	105904	
Venkman	Rock	Alternative	I Think I'll Walk From Here	6653	2001	105905	
Big Cheese Records	Rock	Soul	The Smoocher	6654	1994	105906	
Various Artists	Rock	Top 40	La Mejor Colecciã³n De Pop Internacional De La Historia - Cd 15	6655	1997	105907	
Ã¦â²â³ã§â€â°ã§â´â€ã¥â­?	Rock	Jpop	Prologue	6656	1991	105908	
Warrior Soul	Rock	Rock	Drugs, God And The New Republic	6657	2015	105911	
Cjss	Rock	Rock	Kings Of The World	6658	2000	105912	
Morpheus	Rock	Progressive Rock	Morpheus	6659	2003	105913	
People You Meet	Rock	Rock	People You Meet	6660		105914	
Deep Forest	Rock	Ethnic	Pacifique	6661	2000	105915	
Dick Rivers	Rock	Rock	Plein Soleil	6662	1995	105916	
Jet	Rock	Rock	Get Born	6663	2003	105917	
Common Breed	Rock	Alternrock	Rockadelic	6664	2002	105918	
Billy Ocean	Rock	Rock	L.I.F.E. (love Is Forever)	6665	1997	105919	
Lords Of Acid	Rock	Rock	Heaven Is An Orgasm	6666	1998	105920	
Various Artists	Rock	Rap	Maximum Rap	6667		105922	
Various Artists	Rock	Rock	The Rock Collection - Rock Inferno 2	6668		105923	
Ethan	Rock	Rock	Entropy Boy	6669	2002	105925	
Various	Rock	Rock	Encomium	6670	1995	105926	
Sellotape	Rock	Rock	Die Cd	6671	1999	105927	
Elan	Rock	Rock	Netvor Z Ciernej Hvezdy Q 7a	6672	1991	105928	
Pretty In Pink	Rock	Hip-hop	Wake Up	6673	1991	105929	
The Byron Band	Rock	Rock	On The Rocks	6674	1981	105930	
Stefano Pavan	Rock	Rock	Cambierã  Il Tempo	6675	1994	105931	
The (international) Noise Conspiracy	Rock	Garage Rock	A New Morning, Changing Weather	6676	2002	105932	
Legiã£o Urbanaecords	Rock	Rock	Metropolitan - Rio De Janeiro - 1994 - Animal Records	6677	1998	105934	
Feeder	Rock	Rock	Polythene	6678	1997	105935	
Various Artists	Rock	Rock	Rock Of The Eighties (disk 3)	6679		105936	
Two Remarks	Rock	Slow Rock	Flying High	6680	1999	105937	
Various Artists	Rock	Dance	Dance Collection (vol.28) - Fashion Dance	6681	2003	105938	
Tomã¡s, Nikolai	Rock	Rock	Wild On	6682		105939	
The Herbaliser	Rock	Hip-hop	Something Wicked This Way Comes	6683	2002	105940	
Der Junge Mit Der Gitarre - Djmdg	Rock	Rock	Im Affekt	6684		105941	
Qntal	Rock	Electronic	Qntal Ii	6685	2009	105942	
Various	Rock	Rock	Vwsf-03/02	6686	2003	105943	
Various Artists	Rock	Dance	Chillout Ibiza Cd One	6687	2001	105944	
Various	Rock	Pop	When Classic Meets Pop	6688	1995	105945	
Ã¦â¸â¡ã¨â¾âºã£â‚¬â‚¬ã§â¾å½ã©â€¡å’	Rock	Pop	Spirits	6689	1996	105946	
The Police	Rock	Rock	Their Greatest Hits	6690	1978	105947	
The Jaynes	Rock	Rock	Shop Front Windows	6691	1996	105948	
Karin Dieck	Rock	Other	Ich_streite_oft - Du_auch?	6692	1999	105949	
Queen	Rock	Rock	The Works	6693	1984	105950	
Goca Trzan	Rock	Pop	Peta Strana Sveta	6694	2002	105951	
Exile	Rock	Pop	Greatest Hits	6695	1996	105953	
Wilson Phillips	Rock	Pop	Shadows And Light	6696	1992	105954	
Cristian Castro	Rock	Ballad	Cristian Azul	6697	2002	105955	
Ãã³ã«ã ã­ã®ã¢ã  Ã’.	Rock	Pop	Ãã²ã® Ã¨ã£ã°ã	6698	2002	105956	
Michael W. Smith	Rock	Christian	I 2 (eye)	6699	1988	105957	
Various Artists	Rock	Gothic Rock	A Mercyful Tribute To The Sisters	6700	2000	105958	
A. N. D.	Rock	Rock	100 Hours	6701	2006	105959	
James Gerrard Gilmour	Rock	Instrumental Pop	Instrumental Encounters	6702	1996	105960	
Msg	Rock	Rock	Be Aware Of Scorpions	6703	2001	105961	
Do Or Die	Rock	Hardcore	The Meaning Of Honor	6704	2002	105962	
Dexter Freebish	Rock	Rock	Tripped Into Divine	6705	2004	105963	
Ufo	Rock	Rock	You Are Here	6706	2005	105964	
Various Artists	Rock	Pop	Hits From The Heart	6707	1995	105965	
Various	Rock	Rock	Cmj Presents Certain Damage! Vol 106	6708		105966	
The Rolling Stones	Rock	Rock	Anaheim Feb 11th 1999	6709	1999	105967	
Justin Hayward	Rock	Rock	Classic Blue	6710	1989	105968	
Joe Jackson	Rock	Rock	1980-03-20 - Aladin Music Hall, Bremen	6711		105969	
08/15	Rock	Rock	Echt Extrem	6712	1996	105970	
Hubert-fã©lix Thiã©faine	Rock	Rock	Paris-zã©nith Cd1	6713		105972	
Johnny Hallyday	Rock	Rock	Rough Town	6714	1994	105973	
Foo Fighters	Rock	Rock	Live Bizzare Festival 2000	6715	2000	105974	
Various	Rock	Visions	Visions: All Areas Vol. 3	6716		105975	
Alice Cooperabo Cantina In Cabo San Lucas, Mexico June 2, 1996	Rock	Hard Rock	A Fistful Of Alice - Live @ Sammy Hagar's Cabo Wabo Cantina In Cabo San Lucas, Mexico June 2, 1996	6717	1997	105976	
Zimmermen	Rock	Rock	After The Ambulances Go	6718		105977	
Sabrina Setlur	Rock	Rock	Die Neue S-klasse	6719		105978	
Ruud Cooty	Rock	Blues Rock	Trouble	6720	2001	105979	
Tc Electronic	Rock	Other	G Major Demo Cd	6721	2001	105981	
Sixpack	Rock	Rock	Strange Brew	6722	1999	105982	
Lion Music Sampler	Rock	Rock	Prog Metal Hrock	6723		105983	
T-bolan	Rock	Jpop	Ballads	6724	1996	105984	
Hampenberg	Rock	Rock	Hampenberg Y Otros	6725		105985	
Various Artists	Rock	Heavy Metal	The Metallic-era Volume Ii	6726	1999	105986	
Theo Hakola	Rock	Rock	The Confession	6727	1995	105987	
Prince	Rock	Rock	Rave In2 The Joy Fantastic	6728	2001	105988	
Pearl Jam	Rock	Rock	1998-09-23, West Palm Beach, Fl (2 Of 2)	6729	1998	105989	
Fur Patrol	Rock	Pop	Pet	6730	2000	105990	
Millions Of Dead Cops	Rock	Rock	Anthology 1980 - 2000	6731		105991	
Various	Rock	Rock	The Underground Tribute To Sweet Charity	6732		105992	
Traffic	Rock	Rock	Anderson Theatre 11-23-70	6733	1968	105993	
Bleu	Rock	Rock	Redhead	6734	2002	105994	
Various	Rock	Instrumental	\fã¼r Elise\ And Other Piano Favourites	6735	1997	105995	
Satyricon	Rock	Black Metal	Dark Medieval Times/the Forest Is My Throne	6736	1995	105997	
Tony Levin	Rock	Progressive Rock	Pieces Of The Sun	6737	2002	105998	
Various Artists	Rock	Dance	Club Cutz	6738	1995	105999	
Ron E. Carter	Rock	Rock	Play Hendrix	6739	2001	106000	
Melissa Etheridge	Rock	Rock	Ten Years Of Covers	6740		106001	
The Tornados	Rock	Rock	The Ep Collection	6741	1962	106002	
Prince	Rock	Rock	Sexy M.F. Tour '92	6742	1992	106003	
Steve Berardi	Rock	Rock	Beyond Transparent	6743		106005	
Various	Rock	Electronic	Electronic Shark	6744		106006	
The Smashing Pumpkinsaster Festival, Germany, April 07, 1996	Rock	Rock	Secrets Of Your Dreams - Live @the Dã¼sseldorf Easter Festival, Germany, April 07, 1996	6745		106007	
Various	Rock	Dance	Philltered Produce	6746	2000	106008	
Varios	Rock	Rock	Hot Time Vol Ii	6747		106009	
Various	Rock	House	Vive Maria House Club (cd1)	6748	2000	106010	
Straight Up Buzz	Rock	Rock	There's A Whole Lotta Space Between . . .	6749		106011	
Baron Rojo	Rock	Rock	Baron En Aqualung	6750	2002	106012	
Wobbly	Rock	Rock	Bondage For Smiler	6751		106013	
Various South Islanders	Rock	Electronic	On The Beat N' Track 2	6752	1997	106014	
Dystopia	Rock	Rock	Human = Garbage	6753	2014	106015	
Various Artists	Rock	Rave	Goa Rave	6754	1994	106016	
Various	Rock	Progressive Rock	Ohrwaschl Records Sampler Cd1	6755	197	106017	
Joe Satriani	Rock	Rock	Flying In A Blue Smoke	6756	1993	106018	
Eric Clapton	Rock	Rock	Live In Usa 1984	6757	1978	106019	
Various	Rock	Rock	Rise 13	6758		106020	
The Enid	Rock	Symphonic Rock	Tears Of The Sun	6759	1999	106021	
Dirty	Rock	Rock	Dirty	6760	2013	106022	
Mia Martini	Rock	Rock	Semplicemente Mimi	6761	2001	106023	
Lars Winnerbã¤ck	Rock	Rock	Sã¶ndermarken	6762	2003	106024	
A. Aallon Rytmiorkesteri	Rock	Pop	Rakkauskirjeitã¤	6763	2000	106025	
Sister Sledge	Rock	Rock	We Are Family	6764	1979	106026	
Gentle Giant	Rock	Progressive Rock	In'terview [1976] + In A Glass House [1973]	6765	1976	106027	
Roger Waters	Rock	Rock	In The Flesh (cd 2)	6766	2000	106028	
Phish	Rock	Jam Band	030729 D1 - Burgettstown, Pa	6767	2003	106029	
Bruce Hornsby	Rock	Rock	2001.08.24 - Villa Montalvo, Saratoga, Ca - Disc 1	6768	2001	106030	
Various Artists	Rock	Rock	From Here To Tranquility Vol 2	6769		106031	
Beatles	Rock	Rock	The Best Of The Beatles Cd1	6770	1963	106032	
Down And Away	Rock	Punk Rock	Who`s Got The Deliverance	6771	2001	106033	
Gruppo Sportivoyoung & Out	Rock	Rock	Young & Out	6772		106034	
Sleater-kinney	Rock	Rock	Call The Doctor	6773	1996	106035	
Sin-tones	Rock	Surfabilly	Sin-tones	6774	1998	106036	
Diferent	Rock	Rock	Musik-revue	6775		106037	
Various Artists	Rock	Rock	60's Jukebox Favorites	6776		106038	
Talulah Gosh	Rock	Rock	Rock Legends: Volume 69	6777	2013	106039	
Jerry Williams	Rock	Rock & Roll	Working Class Hero	6778	1984	106040	
Robert Ellis Orral	Rock	Rock	Fixation	6779	1981	106041	
The Exploited	Rock	Punk	Fuck The System	6780	2003	106042	
Ricky Norton	Rock	Rock & Roll	Little Sister	6781	1996	106043	
Raul Seixas	Rock	Rock	Novo Aeon	6782	1975	106044	
Various	Rock	Instrumental	Old Time Gathering Vol. Ii	6783	1994	106045	
1280 Almas	Rock	Rock	Hablame De Horror	6784	1993	106046	
Schism	Rock	Ska	Don't Try This At Home	6785		106047	
Bob Welch	Rock	Rock	French Kiss	6786	1977	106048	
Radio 77	Rock	Rock	El Sonido De La Ciudad	6787		106050	
Atarassiagrã¶p	Rock	Punk	L'involuzione Della Specie	6788		106051	
The Ataris	Rock	Punk	Blue Skies, Broken Hearts...	6789	1999	106052	
Don't Look Down	Rock	Rock	Start The Show	6790		106053	
Hair	Rock	Rock Musical	Hair	6791	1969	106055	
Bewarp	Rock	Rock	Funk Â´d, Raptâ´ N Trashâ´d	6792	1994	106056	
Starshooter	Rock	Rock	Starshooter	6793	1978	106057	
The Beatles	Rock	Rock	Sgt. Pepper's Lonely Hearts Club Band	6794	1967	106058	
Kommando Sonnenmilch	Rock	Punk	Kommando Sonnenmilch	6795	1998	106059	
Guitar Wolf	Rock	Rock	Ufo Romantics	6796	2003	106060	
Cross Thread/think Tank	Rock	Rock	Cross Thread/think Tank	6797	1997	106062	
Eels	Rock	Pop	Shootenanny!	6798	2003	106063	
Babe The Blue Ox	Rock	Alternative	People	6799	1996	106064	
Verschiedene	Rock	Oldies	Goldene Schlager Oldies - Cd3	6800	1993	106065	
Sinister Six (the)	Rock	Rock	Outta Sight!	6801	1995	106066	
The Ghostwriters	Rock	Rock	Fibromoon	6802	1999	106067	
Pink Floyd	Rock	Rock	The Wall (cd 2)	6803	1979	106068	
Mellow Candle	Rock	Rock	Swaddling Songs	6804		106069	
10,000 Maniacs	Rock	Rock	In My Tribe	6805	1987	106070	
Various Artists	Rock	Pop	And Suddenly It's Evening	6806	1986	106072	
Tempi Duri	Rock	Rock	Tempi Duri	6807	2003	106073	
Look Blue Go Purple	Rock	Rock	Look Blue Go Purple - Compilation	6808	1991	106074	
The Doors	Rock	Rock	The Doors+ The Doors (strange Days)	6809	1967	106075	
Ceux Qui Marchent Debout	Rock	Rock	La La Lalalala	6810	2000	106076	
Various	Rock	Alternative	Sampler Rock Sound Vol. 3	6811	1998	106077	
Extreme	Rock	Rock	Extreme	6812	1989	106078	
By Divine Right	Rock	Rock	Bless This Mess	6813	1999	106079	
Kittie	Rock	Rock	Spit	6814	2000	106080	
La Barranca	Rock	Rock	Rueda De Los Tiempos	6815	2000	106081	
Lee Jackson	Rock	Pop	The Essential Of	6816	1977	106082	
Eddie Jobson	Rock	Rock	Zinc / The Green Album	6817	1983	106083	
Citizens' Utilities	Rock	Rock	Lost And Foundered	6818	1996	106084	
Ã€ã“â¼âºã€âº	Rock	Dance	Second Choice	6819		106085	
Kozlo Swicky	Rock	Rock	Suburban Mariachi	6820		106086	
Squab Teen	Rock	Electronic		6821	1999	106087	
The Who	Rock	Rock	The Best	6822		106088	
The Pretenders	Rock	Rock	The Pretenders	6823	1998	106089	
Bonnies	Rock	Pop	Fantasie	6824		106090	
Beck	Rock	Rock	Mellow Gold	6825	1994	106091	
Student Rick	Rock	Punk	53bd0d818e	6826	2001	106092	
Vonra	Rock	Rock	Panes	6827		106093	
Jim Pink	Rock	Pop	Big Fat Ego	6828	2003	106094	
Fat B.A.B.E	Rock	Rock	Backbone (master Cd)	6829	2022	106095	
I Dik Dik	Rock	Rock	I Grandi Successi	6830	1995	106096	
Kingsbery, Peter	Rock	Pop	A Different Man	6831	1991	106097	
Frente	Rock	Rock	Shape	6832	1996	106098	
Simple Kid	Rock	Alternative	Simple Kid 1	6833	2003	106099	
Various Artists	Rock	Disco	Dance Collection - Vol. 09 - Le Band	6834	2002	106101	
Lowely Worm	Rock	Rock	Legless Anyway	6835	1998	106102	
Jennifer Love Hewitt	Rock	Pop	Let's Go Bang	6836	1995	106103	
La Grande Sophie	Rock	Pop	S'agrandit	6837	1997	106104	
Famous Curtain Trick	Rock	Rock	Famous Curtain Trick	6838	2019	106105	
Change Of Heart	Rock	Rock	Steelteeth	6839	1997	106106	
Grim Reaper	Rock	Metal	See You In Hell	6840	1999	106107	
Chesterfield Kings, The	Rock	Garage/psych	The Mindbending Sounds Of...	6841	2003	106108	
The Clash	Rock	Rock	Story Of The Clash - Disc 1	6842	1982	106109	
Mental As Anything	Rock	Rock	Cyclone Raymond	6843	1989	106110	
Steppenwolf	Rock	Rock	Born To Be Wild	6844	1993	106111	
Cher	Rock	Pop	Living Proof	6845	2001	106112	
St. Johnny	Rock	Rock	Let It Come Down	6846	1995	106113	
Chalice	Rock	Hard Rock	Chameleonation	6847	2002	106114	
Bob Carlisle	Rock	Contemporary Christian	Nothing But The Truth	6848	2000	106115	
Mr Music Hits	Rock	Rock	Mr Music Hits 1998-07	6849	1998	106116	
Keith Emerson + Goblin	Rock	Soundtrack	La Chiesa	6850	1988	106117	
The Harvest Ministers	Rock	Rock	A Feeling Mission	6851	2014	106118	
Heart	Rock	Rock	Desire Walks On	6852	1993	106119	
Sita	Rock	Pop	Happy	6853	2002	106121	
Dave Brock	Rock	Psychedelic Rock	Strange Trips & Pipe Dreams	6854	1995	106123	
Tower Records	Rock	Rock	Celbrating 30 Years On The Sunset Strip	6855		106124	
Veronica	Rock	Rock	V.. As In Veronica	6856		106126	
Â½ã…ãˆâ­ [shinhwa]	Rock	Rock	6 - Â³ãšã€ã‡ Â°ã¡ãˆâ¥â½ã„ (wedding)	6857	2002	106127	
2pac	Rock	Rap	R U Still Down [remember Me] - Disc 2	6858	1997	106128	
Motã¶rhead	Rock	Hard Rock	Hammered	6859	2002	106129	
Del The Funkee Homosapien	Rock	Hip-hop	Future Developement	6860	1997	106130	
Savoy	Rock	Rock	Reasons To Stay Indoors	6861	2012	106131	
Takayuki Shirashai	Rock	Techno	Reach For The Sun	6862	2002	106132	
Ãkos	Rock	Rock	Hã»sã©g	6863		106133	
Jejune	Rock	Rock	This Afternoons Malady	6864	1998	106134	
Various	Rock	Rock	When Will It Be Summer Again?	6865	2002	106135	
Second Coming	Rock	Metal	Second Coming	6866	1999	106137	
Johnny Hallyday	Rock	Rock	Bercy 92 Cd 1	6867	1992	106138	
Neumann	Rock	Rock	Kotiinpaluu	6868	1989	106139	
Dead Cel Factor	Rock	Rock	Decafitated	6869		106140	
Bo Bo	Rock	Myanmar Rock	Win Yoe Tann Ain Met	6870	1996	106141	
Linsey De Paul	Rock	Pop	Linsey De Paul #a80d1c0c7d480c8b	6871		106142	
Man.Machine.Industry	Rock	Rock	Mention	6872		106143	
J. Karjalainen	Rock	Rock	Laura Hã¤kkisen Silmã¤t	6873	1998	106144	
Coldplay	Rock	Rock	Parachutes	6874	2000	106145	
Â§ã…â±ã’â½ã¥	Rock	Other	Â´mâ½ã¥â±ã’â¨ã† Disc1	6875	1999	106146	
She Stole My Beer	Rock	Rock	Sparks Off The Guardrail	6876	1992	106147	
Gordie Sampson	Rock	Rock	Stones	6877	1998	106148	
Freehand	Rock	Metal	Reneways	6878	2002	106149	
_____a	Rock	R&b	______	6879		106150	
Various Artists	Rock	Rock	The Attack Of The Dragons Cd2	6880	2000	106151	
Invisible Opera Company Of Tibet	Rock	Rock	Invisible Opera Company Of Tibet	6881		106152	
Various	Rock	Ballad	Best Power Ballads Disc 3	6882		106153	
Edwyn Collins	Rock	Rock	[3062] Collins_george	6883	1995	106154	
Baron Rojo	Rock	Hard Rock	Laga Vida Al Baron - Disco 2	6884	1995	106155	
The Cure	Rock	Alternrock	Werchter Rock Festival, Belgium - 05 Jul 81	6885	1981	106156	
Snap	Rock	Rock	The Madmans Return	6886	1992	106157	
David Bowie	Rock	Rock	The Serious Moonlight Rehearsales	6887	1983	106158	
Bob Dylan	Rock	Dylan	Genuine Bootleg Series - Take 2 - Disc 2	6888	1999	106159	
Reese	Rock	Rock	Eclectic Soul	6889	2001	106160	
Tribe Of Gypies	Rock	Rock	Standing On The Shoulder Of Giants	6890	2000	106161	
John Michael	Rock	Easy Listening	Embrace This Place	6891	2000	106162	
Various	Rock	Euro-house	Swedish Beats Volume One	6892	1999	106163	
Shalhevet Orchestra	Rock	Symphonic Rock	Na'neshoma Lach 4 - Cd1	6893	2002	106164	
Train	Rock	Rock	At The Tabernacle, Atlanta, July 31, 2003	6894	2003	106165	
Dj Neil Armstrong	Rock	Hip-hop	Original	6895	2002	106166	
Sheila Nicholls	Rock	Rock	Wake	6896	2002	106167	
Fairy	Rock	Progressive Rock	Hesperia	6897	1994	106168	
Lefay	Rock	Rock	Symphony Of The Damned	6898	1999	106169	
Neil Finn	Rock	Rock	Live From The Fillmore (1998) (disc 2)	6899	9999	106170	
Mance	Rock	Rock	Plavi Bar	6900	2022	106171	
Jethro Tull	Rock	Rock	Through The Years	6901	1997	106172	
Strangefolk	Rock	Rock	Weightless In Water	6902	1997	106173	
Various	Rock	Rock	Star Lounge	6903	2002	106174	
Charlie Peacock	Rock	Rock	Strangelanguage	6904	1996	106175	
Fear Factory	Rock	Rock	Remanufacture	6905	1997	106176	
Chemistry	Rock	Pop	Between The Lines	6906	2003	106177	
The Sweet	Rock	Rock	The Sweet Live - \ballroom Blitz\	6907	1992	106179	
Ad	Rock	Rock	Live	6908	1998	106181	
Shane Simpson	Rock	Rock	Sketches	6909		106182	
Funkadelic	Rock	Funk	The Best Of Funkadelic	6910	1994	106184	
Kiss	Rock	Rock	Welcome To The Show (disc 1)	6911	1998	106185	
Pearl Jam	Rock	Rock	Ten (new European Version)	6912	1992	106186	
W.A.S.P.	Rock	Hard Rock	The Crimson Idol (rem) Cd 2	6913	1992	106187	
Various Artists	Rock	Techno	Supermarkt - Disko B Compilation (disc 1)	6914	1995	106188	
Fibreforms	Rock	Rock	Fibreforms	6915		106189	
Ram Jam World	Rock	Funk	Ram Jam World	6916	1999	106190	
Lisa Maria Presley	Rock	Rock	To Whom It May Concern	6917	2003	106191	
Swamp Mama Johnson	Rock	R&b	Fresh, Raw, & Live!	6918	1999	106192	
Annihilator	Rock	Thrash Metal	Live In Moscow 24.02.2000	6919	2000	106193	
Soundgarden	Rock	Rock	Digging The Garden	6920	1991	106194	
Dezo Ursiny - Ivan Strpka	Rock	Rock	Do Tla	6921		106195	
The Cure	Rock	Rock	Berlin 16-04-2000 (cd2)	6922	2004	106196	
Mr.Children	Rock	Pop	1996-2000	6923	2008	106197	
Gum (pat Mastelotto)	Rock	Rock	Gum	6924	1999	106198	
Dj Don Bishop	Rock	Rock	In The Clubs Iii Disk 1	6925		106199	
Various	Rock	Rock	Lo Mas Funky Cd2	6926		106200	
The Beatles	Rock	Classic Rock	The Get Back Journals 2 (disc 3)	6927	1995	106201	
Tantalus	Rock	Progressive Rock	Jubal	6928	2000	106202	
The`art Of Noise	Rock	Rock	The`drum And Bass Collection	6929	1996	106203	
Various Artists	Rock	Rock	Sunshine State Of Mind	6930	2018	106204	
Morrison, Van	Rock	Folk/rock	A Night In San Francisco (1 Of 2)	6931	1994	106205	
Pink Floyd	Rock	Rock	Echoes - The Best Of Pink Floyd (cd 1)	6932	1967	106206	
The Who	Rock	Rock	Live At The Royal Albert Hall Cd1	6933	2000	106207	
John Lennon	Rock	Rock	Complete Lost Tapes - Vol. 05	6934	1980	106208	
Vineyard	Rock	Christian Rock	Sampler	6935	2000	106209	
V.A.	Rock	Techno	In Order To Dance 5 (disc 2)	6936	1994	106210	
Roger Waters	Rock	Rock	In The Flesh Tour, Cleveland, 07/27/99 (disc 1)	6937	2000	106211	
Varios Artistas	Rock	Rock	Las Mejores 100 Baladas En Espaã±ol - Cd3	6938		106212	
Various Artists	Rock	Rock	Billboard Top 1953	6939		106213	
Various Artists	Rock	Pop	Fetenhits - The Rare Maxi Classics (cd1)	6940	1999	106214	
Rip Kc	Rock	Punk Rock	Rip Kc	6941	1998	106215	
Creep Division	Rock	Hardcore	Creep Division	6942	2000	106216	
Girl Age	Rock	Rock & Roll	Girls Of Moods	6943	1997	106217	
The Temptations	Rock	Rock	Greatest Hits	6944	1964	106218	
